Timestamp,Residents,Apartment_Type,Temperature,Humidity,Water_Price,Period_Consumption_Index,Income_Level,Guests,Amenities,Appliance_Usage,Water_Consumption,Hour,Day,Month,Weekday,Is_Weekend,Year,Is_Summer,Is_Day,Apartment_Type_Encode,Income_Level_Encoded,Amenities_Encoded
16/03/2004 08,2,1BHK,12.28,31.73,1.05,1.45,Middle,0,Jacuzzi,0.0,157.67,8,16,3,1,0,2004,0,1,0,1.0,3.0
16/03/2004 16,3,1BHK,16.35,71.55,1.75,0.97,Middle,0,Jacuzzi,0.0,98.23,16,16,3,1,0,2004,0,1,0,1.0,3.0
17/03/2004 00,3,2BHK,11.8,50.61,1.94,1.47,Upper Middle,1,Jacuzzi,0.0,240.16,0,17,3,2,0,2004,0,0,1,2.0,3.0
17/03/2004 08,2,1BHK,11.79,43.0,1.09,1.42,Low,0,Unknown,0.0,103.27,8,17,3,2,0,2004,0,1,0,0.0,0.0
17/03/2004 16,2,Cottage,28.87,63.6,1.66,0.88,Middle,1,Unknown,0.0,82.9,16,17,3,2,0,2004,0,1,4,1.0,0.0
18/03/2004 00,5,2BHK,30.81,51.66,1.02,1.17,Middle,1,Unknown,1.0,264.92,0,18,3,3,0,2004,0,0,1,1.0,0.0
18/03/2004 08,1,Studio,32.79,54.07,1.08,1.27,Low,0,Unknown,0.0,71.07,8,18,3,3,0,2004,0,1,6,0.0,0.0
18/03/2004 16,4,2BHK,34.79,33.84,2.37,1.45,Upper Middle,1,Swimming Pool,0.0,382.42,16,18,3,3,0,2004,0,1,1,2.0,4.0
19/03/2004 00,3,3BHK,27.28,60.01,2.47,1.44,Upper Middle,0,Fountain,0.0,212.96,0,19,3,4,0,2004,0,0,2,2.0,2.0
19/03/2004 08,5,2BHK,21.59,67.87,1.36,0.84,Middle,1,Swimming Pool,0.0,175.78,8,19,3,4,0,2004,0,1,1,1.0,4.0
19/03/2004 16,4,2BHK,19.57,45.17,1.35,1.09,Middle,1,Unknown,0.0,174.3,16,19,3,4,0,2004,0,1,1,1.0,0.0
20/03/2004 00,5,Detached,12.12,70.16,2.45,1.0,Rich,0,Unknown,0.0,162.39,0,20,3,5,1,2004,0,0,5,3.0,0.0
20/03/2004 16,2,1BHK,24.84,45.43,1.3,1.46,Middle,0,Swimming Pool,0.0,166.99,16,20,3,5,1,2004,0,1,0,1.0,4.0
21/03/2004 00,4,3BHK,16.68,47.7,2.13,0.97,Rich,0,Unknown,0.0,168.55,0,21,3,6,1,2004,0,0,2,3.0,0.0
21/03/2004 08,4,2BHK,32.3,36.6,1.23,1.08,Middle,0,Unknown,0.0,169.81,8,21,3,6,1,2004,0,1,1,1.0,0.0
21/03/2004 16,3,Bungalow,10.23,36.51,1.7601349325337332,1.46,Upper Middle,1,Jacuzzi,0.0,253.72,16,21,3,6,1,2004,0,1,3,2.0,3.0
22/03/2004 00,5,2BHK,22.72,61.15,1.99,0.91,Upper Middle,0,Unknown,0.0,137.1,0,22,3,0,0,2004,0,0,1,2.0,0.0
22/03/2004 08,2,1BHK,12.6,48.61,1.14,0.92,Middle,0,Garden,0.0,75.4,8,22,3,0,0,2004,0,1,0,1.0,1.0
22/03/2004 16,3,2BHK,19.82,37.6,1.69,1.32,Middle,0,Swimming Pool,0.0,199.77,16,22,3,0,0,2004,0,1,1,1.0,4.0
23/03/2004 00,2,1BHK,33.37,36.44,1.6,1.32,Middle,0,Unknown,1.0,133.6,0,23,3,1,0,2004,0,0,0,1.0,0.0
23/03/2004 08,3,Cottage,22.41,32.12,1.66,1.32,Middle,0,Unknown,0.0,147.69,8,23,3,1,0,2004,0,1,4,1.0,0.0
23/03/2004 16,2,1BHK,11.03,56.18,1.69,0.81,Middle,2,Unknown,1.0,79.63,16,23,3,1,0,2004,0,1,0,1.0,0.0
24/03/2004 00,3,1BHK,15.17,62.34,1.56,0.86,Low,1,Unknown,0.0,67.49,0,24,3,2,0,2004,0,0,0,0.0,0.0
24/03/2004 08,5,2BHK,13.86,52.03,2.88,1.59,Upper Middle,1,Unknown,1.0,188.98,8,24,3,2,0,2004,0,1,1,2.0,0.0
24/03/2004 16,3,Bungalow,21.28,47.11,2.06,0.96,Rich,0,Swimming Pool,0.0,177.17,16,24,3,2,0,2004,0,1,3,3.0,4.0
25/03/2004 00,5,Bungalow,28.03,56.12,2.16,1.17,Upper Middle,0,Unknown,0.0,188.51,0,25,3,3,0,2004,0,0,3,2.0,0.0
25/03/2004 08,2,1BHK,25.27,38.71,1.29,1.11,Middle,0,Unknown,0.0,108.12,8,25,3,3,0,2004,0,1,0,1.0,0.0
25/03/2004 16,3,3BHK,24.87,52.31,2.26,1.37,Upper Middle,0,Unknown,1.0,202.21,16,25,3,3,0,2004,0,1,2,2.0,0.0
26/03/2004 00,4,Bungalow,10.58,64.76,1.59,1.94,Upper Middle,0,Swimming Pool,1.0,224.85,0,26,3,4,0,2004,0,0,3,2.0,4.0
26/03/2004 08,5,2BHK,15.38,62.89,1.23,1.04,Middle,2,Unknown,1.0,190.54,8,26,3,4,0,2004,0,1,1,1.0,0.0
26/03/2004 16,3,2BHK,14.23,50.36,1.36,1.37,Middle,0,Jacuzzi,0.0,177.79,16,26,3,4,0,2004,0,1,1,1.0,3.0
27/03/2004 00,4,Bungalow,10.45,44.31,1.99,0.85,Rich,1,Swimming Pool,0.0,207.71,0,27,3,5,1,2004,0,0,3,3.0,4.0
27/03/2004 08,5,3BHK,19.9,50.8,1.52,0.81,Upper Middle,0,Jacuzzi,0.0,180.18,8,27,3,5,1,2004,0,1,2,2.0,3.0
27/03/2004 16,3,Detached,18.92,34.23,2.83,1.48,Rich,0,Jacuzzi,0.0,292.43,16,27,3,5,1,2004,0,1,5,3.0,3.0
28/03/2004 00,5,3BHK,30.09,48.97,2.85,1.08,Rich,0,Swimming Pool,0.0,301.72,0,28,3,6,1,2004,0,0,2,3.0,4.0
28/03/2004 08,2,Studio,21.61,55.48,1.07,1.1,Low,1,Garden,0.0,90.47,8,28,3,6,1,2004,0,1,6,0.0,1.0
28/03/2004 16,3,1BHK,21.86,51.37,1.36,1.38,Low,0,Garden,0.0,128.75,16,28,3,6,1,2004,0,1,0,0.0,1.0
29/03/2004 00,4,2BHK,33.66,33.34,1.11,1.04,Middle,0,Unknown,1.0,194.56,0,29,3,0,0,2004,0,0,1,1.0,0.0
29/03/2004 08,5,2BHK,30.17,47.91,1.46,1.03,Middle,1,Unknown,0.0,203.06,8,29,3,0,0,2004,0,1,1,1.0,0.0
29/03/2004 16,5,Detached,27.88,60.83,2.05,1.36,Rich,0,Garden,0.0,289.15,16,29,3,0,0,2004,0,1,5,3.0,1.0
30/03/2004 00,3,2BHK,11.11,47.15,1.72,1.13,Middle,0,Fountain,0.0,137.33,0,30,3,1,0,2004,0,0,1,1.0,2.0
30/03/2004 08,4,3BHK,20.98,48.85,2.42,1.47,Upper Middle,0,Fountain,0.0,264.86,8,30,3,1,0,2004,0,1,2,2.0,2.0
30/03/2004 16,2,1BHK,24.11,57.33,1.67,0.94,Low,0,Unknown,0.0,67.19,16,30,3,1,0,2004,0,1,0,0.0,0.0
31/03/2004 00,3,1BHK,25.88,52.1,1.51,0.81,Middle,1,Garden,0.0,189.83,0,31,3,2,0,2004,0,0,0,1.0,1.0
31/03/2004 08,3,Bungalow,14.4,44.06,2.9,1.33,Upper Middle,0,Unknown,0.0,146.34,8,31,3,2,0,2004,0,1,3,2.0,0.0
31/03/2004 16,3,Cottage,32.43,59.76,1.15,1.1,Middle,0,Unknown,0.0,114.63,16,31,3,2,0,2004,0,1,4,1.0,0.0
01/04/2004 00,2,1BHK,32.73,45.47,1.57,1.35,Low,0,Unknown,0.0,111.34,0,1,4,3,0,2004,0,0,0,0.0,0.0
01/04/2004 08,3,1BHK,25.73,50.72,1.11,1.11,Middle,0,Unknown,1.0,134.13,8,1,4,3,0,2004,0,1,0,1.0,0.0
01/04/2004 16,2,1BHK,14.87,58.18,1.31,1.28,Low,0,Unknown,0.0,84.93,16,1,4,3,0,2004,0,1,0,0.0,0.0
02/04/2004 00,5,3BHK,32.37,63.26,2.07,1.49,Rich,0,Garden,0.0,321.64,0,2,4,4,0,2004,0,0,2,3.0,1.0
02/04/2004 08,3,2BHK,18.37,51.26,1.23,1.43,Middle,1,Garden,0.0,195.14,8,2,4,4,0,2004,0,1,1,1.0,1.0
02/04/2004 16,3,Bungalow,10.49,53.65,2.59,1.09,Upper Middle,0,Swimming Pool,0.0,143.96,16,2,4,4,0,2004,0,1,3,2.0,4.0
03/04/2004 08,3,2BHK,25.34,59.39,1.43,1.47,Middle,0,Unknown,0.0,157.18,8,3,4,5,1,2004,0,1,1,1.0,0.0
03/04/2004 16,3,1BHK,30.69,43.49,1.63,1.4,Upper Middle,1,Unknown,0.0,247.34,16,3,4,5,1,2004,0,1,0,2.0,0.0
04/04/2004 00,3,3BHK,30.92,64.12,1.7601349325337332,1.1,Upper Middle,0,Garden,0.0,138.28,0,4,4,6,1,2004,0,0,2,2.0,1.0
04/04/2004 08,3,1BHK,30.65,61.66,1.45,0.94,Low,0,Unknown,0.0,84.61,8,4,4,6,1,2004,0,1,0,0.0,0.0
04/04/2004 16,3,1BHK,20.05,57.1,1.02,0.84,Middle,0,Fountain,0.0,96.99,16,4,4,6,1,2004,0,1,0,1.0,2.0
05/04/2004 00,2,1BHK,26.95,55.37,1.25,1.19,Low,0,Unknown,0.0,89.42,0,5,4,0,0,2004,0,0,0,0.0,0.0
05/04/2004 08,4,2BHK,13.47,68.65,1.59,1.18,Middle,1,Unknown,0.0,149.77,8,5,4,0,0,2004,0,1,1,1.0,0.0
05/04/2004 16,4,Bungalow,29.54,50.51,2.51,0.83,Upper Middle,0,Jacuzzi,0.0,149.68,16,5,4,0,0,2004,0,1,3,2.0,3.0
06/04/2004 00,3,1BHK,12.49,35.75,1.14,1.3,Low,1,Garden,0.0,152.24,0,6,4,1,0,2004,0,0,0,0.0,1.0
06/04/2004 16,5,2BHK,16.52,48.29,1.7601349325337332,1.1,Middle,1,Unknown,0.0,194.41,16,6,4,1,0,2004,0,1,1,1.0,0.0
07/04/2004 00,2,Studio,12.89,55.4,1.7,0.92,Low,0,Garden,1.0,65.68,0,7,4,2,0,2004,0,0,6,0.0,1.0
07/04/2004 08,2,1BHK,22.12,33.44,1.13,1.03,Middle,0,Garden,0.0,100.98,8,7,4,2,0,2004,0,1,0,1.0,1.0
07/04/2004 16,3,Cottage,11.06,40.34,1.3,1.01,Middle,1,Fountain,0.0,143.91,16,7,4,2,0,2004,0,1,4,1.0,2.0
08/04/2004 00,1,Studio,32.59,52.48,1.42,1.26,Low,1,Garden,0.0,88.44,0,8,4,3,0,2004,0,0,6,0.0,1.0
08/04/2004 08,4,Bungalow,21.24,58.21,1.56,0.98,Upper Middle,0,Jacuzzi,0.0,165.4,8,8,4,3,0,2004,0,1,3,2.0,3.0
08/04/2004 16,2,1BHK,29.04,53.16,1.28,0.92,Middle,0,Jacuzzi,1.0,114.35,16,8,4,3,0,2004,0,1,0,1.0,3.0
09/04/2004 00,5,3BHK,11.84,46.09,2.64,1.3,Upper Middle,1,Jacuzzi,0.0,312.34,0,9,4,4,0,2004,0,0,2,2.0,3.0
09/04/2004 08,3,1BHK,33.79,83.47,1.77,1.37,Middle,1,Fountain,0.0,166.48,8,9,4,4,0,2004,0,1,0,1.0,2.0
09/04/2004 16,2,Studio,12.29,42.02,1.23,1.23,Low,0,Unknown,0.0,80.45,16,9,4,4,0,2004,0,1,6,0.0,0.0
10/04/2004 00,4,Detached,18.65,64.24,2.27,1.29,Rich,1,Unknown,0.0,243.51,0,10,4,5,1,2004,0,0,5,3.0,0.0
10/04/2004 16,5,2BHK,29.92,42.14,1.02,1.16,Middle,0,Unknown,1.0,230.36,16,10,4,5,1,2004,0,1,1,1.0,0.0
11/04/2004 00,5,Detached,11.57,37.3,1.69,1.4,Rich,1,Swimming Pool,0.0,459.26,0,11,4,6,1,2004,0,0,5,3.0,4.0
11/04/2004 08,4,2BHK,20.64,47.18,1.93,1.4,Upper Middle,0,Jacuzzi,0.0,247.93,8,11,4,6,1,2004,0,1,1,2.0,3.0
11/04/2004 16,3,Cottage,12.3,52.82,1.16,0.83,Middle,0,Unknown,0.0,76.85,16,11,4,6,1,2004,0,1,4,1.0,0.0
12/04/2004 00,5,Detached,32.54,51.81,2.51,0.98,Rich,0,Jacuzzi,0.0,267.32,0,12,4,0,0,2004,0,0,5,3.0,3.0
12/04/2004 08,3,Cottage,25.61,52.7,1.48,1.0,Middle,0,Unknown,0.0,101.44,8,12,4,0,0,2004,0,1,4,1.0,0.0
12/04/2004 16,3,1BHK,23.31,54.69,1.19,1.16,Low,1,Unknown,1.0,144.17,16,12,4,0,0,2004,0,1,0,0.0,0.0
13/04/2004 00,1,Studio,22.84,44.75,1.4,0.94,Low,2,Jacuzzi,0.0,76.3,0,13,4,1,0,2004,0,0,6,0.0,3.0
13/04/2004 08,4,2BHK,18.54,42.34,1.58,0.81,Middle,0,Unknown,0.0,108.37,8,13,4,1,0,2004,0,1,1,1.0,0.0
13/04/2004 16,3,2BHK,11.77,60.74,1.92,0.98,Upper Middle,0,Unknown,0.0,98.93,16,13,4,1,0,2004,0,1,1,2.0,0.0
14/04/2004 00,3,Bungalow,12.15,52.95,2.49,0.9,Rich,0,Jacuzzi,1.0,159.04,0,14,4,2,0,2004,0,0,3,3.0,3.0
14/04/2004 08,3,Bungalow,28.3,55.83,1.87,1.07,Upper Middle,0,Swimming Pool,0.0,167.63,8,14,4,2,0,2004,0,1,3,2.0,4.0
14/04/2004 16,4,2BHK,17.82,76.96,2.98,1.63,Upper Middle,1,Unknown,0.0,125.58,16,14,4,2,0,2004,0,1,1,2.0,0.0
15/04/2004 00,5,3BHK,26.26,42.76,2.23,1.45,Upper Middle,0,Unknown,0.0,273.85,0,15,4,3,0,2004,0,0,2,2.0,0.0
15/04/2004 08,4,Bungalow,10.5,50.46,2.4,1.34,Upper Middle,1,Swimming Pool,0.0,259.93,8,15,4,3,0,2004,0,1,3,2.0,4.0
15/04/2004 16,2,Cottage,26.68,63.95,1.44,1.12,Middle,0,Unknown,0.0,86.95,16,15,4,3,0,2004,0,1,4,1.0,0.0
16/04/2004 00,5,Bungalow,27.23,61.78,2.68,1.23,Upper Middle,1,Jacuzzi,0.0,276.63,0,16,4,4,0,2004,0,0,3,2.0,3.0
16/04/2004 08,4,2BHK,13.24,38.48,2.68,1.18,Middle,0,Garden,1.0,192.31,8,16,4,4,0,2004,0,1,1,1.0,1.0
16/04/2004 16,4,Bungalow,26.92,38.17,2.52,1.2,Upper Middle,0,Swimming Pool,1.0,275.09,16,16,4,4,0,2004,0,1,3,2.0,4.0
17/04/2004 00,2,Cottage,22.58,64.09,1.37,1.16,Middle,0,Unknown,0.0,87.73,0,17,4,5,1,2004,0,0,4,1.0,0.0
17/04/2004 08,1,Studio,11.85,67.95,1.54,0.87,Low,1,Garden,0.0,45.9,8,17,4,5,1,2004,0,1,6,0.0,1.0
17/04/2004 16,2,1BHK,15.92,67.11,1.45,0.91,Low,0,Unknown,0.0,57.09,16,17,4,5,1,2004,0,1,0,0.0,0.0
18/04/2004 08,4,2BHK,34.66,36.65,2.34,0.85,Upper Middle,1,Swimming Pool,0.0,218.51,8,18,4,6,1,2004,0,1,1,2.0,4.0
18/04/2004 16,5,Bungalow,29.84,55.57,2.0,0.91,Upper Middle,1,Unknown,0.0,180.21,16,18,4,6,1,2004,0,1,3,2.0,0.0
19/04/2004 08,4,3BHK,11.79,64.05,1.81,1.5,Upper Middle,0,Garden,0.0,201.7,8,19,4,0,0,2004,0,1,2,2.0,1.0
19/04/2004 16,4,Bungalow,23.19,63.54,1.7601349325337332,1.09,Rich,0,Garden,1.0,201.69,16,19,4,0,0,2004,0,1,3,3.0,1.0
20/04/2004 00,5,2BHK,18.9,52.04,2.13,0.83,Upper Middle,0,Swimming Pool,0.0,166.4,0,20,4,1,0,2004,0,0,1,2.0,4.0
20/04/2004 08,3,2BHK,20.81,60.27,2.15,1.28,Upper Middle,0,Swimming Pool,0.0,181.21,8,20,4,1,0,2004,0,1,1,2.0,4.0
20/04/2004 16,2,Cottage,18.64,63.12,1.11,0.78,Middle,0,Jacuzzi,0.0,136.67,16,20,4,1,0,2004,0,1,4,1.0,3.0
21/04/2004 00,2,1BHK,17.15,34.59,1.78,1.4,Low,0,Unknown,0.0,108.05,0,21,4,2,0,2004,0,0,0,0.0,0.0
21/04/2004 08,4,Bungalow,26.79,68.96,1.51,1.25,Upper Middle,0,Swimming Pool,0.0,211.64,8,21,4,2,0,2004,0,1,3,2.0,4.0
21/04/2004 16,2,Cottage,16.41,48.0,1.04,1.29,Middle,0,Swimming Pool,0.0,136.22,16,21,4,2,0,2004,0,1,4,1.0,4.0
22/04/2004 00,3,1BHK,20.0,43.26,1.4,1.41,Middle,0,Fountain,0.0,176.43,0,22,4,3,0,2004,0,0,0,1.0,2.0
22/04/2004 08,5,2BHK,26.54,38.27,1.06,0.73,Middle,1,Unknown,0.0,289.69,8,22,4,3,0,2004,0,1,1,1.0,0.0
22/04/2004 16,2,Studio,18.98,60.91,1.14,1.04,Low,0,Unknown,0.0,63.73,16,22,4,3,0,2004,0,1,6,0.0,0.0
23/04/2004 00,2,1BHK,26.45,50.8,1.02,0.95,Low,1,Unknown,0.0,89.16,0,23,4,4,0,2004,0,0,0,0.0,0.0
23/04/2004 08,3,1BHK,12.71,46.41,1.23,1.4,Middle,0,Jacuzzi,0.0,169.17,8,23,4,4,0,2004,0,1,0,1.0,3.0
23/04/2004 16,2,Studio,10.98,58.89,1.62,1.87,Low,1,Unknown,0.0,85.64,16,23,4,4,0,2004,0,1,6,0.0,0.0
24/04/2004 00,3,Cottage,17.83,40.36,1.22,1.35,Middle,0,Unknown,0.0,141.34,0,24,4,5,1,2004,0,0,4,1.0,0.0
24/04/2004 08,4,Detached,19.72,70.87,2.37,1.73,Rich,0,Garden,0.0,208.87,8,24,4,5,1,2004,0,1,5,3.0,1.0
24/04/2004 16,3,Bungalow,32.79,36.23,1.95,0.81,Rich,1,Swimming Pool,0.0,212.52,16,24,4,5,1,2004,0,1,3,3.0,4.0
25/04/2004 00,2,Cottage,14.98,67.59,1.66,1.39,Middle,0,Unknown,0.0,94.69,0,25,4,6,1,2004,0,0,4,1.0,0.0
25/04/2004 08,5,2BHK,20.71,48.64,1.17,1.29,Middle,0,Jacuzzi,0.0,247.61,8,25,4,6,1,2004,0,1,1,1.0,3.0
25/04/2004 16,2,Cottage,23.79,53.1,1.63,1.18,Middle,1,Unknown,0.0,115.25,16,25,4,6,1,2004,0,1,4,1.0,0.0
26/04/2004 00,3,1BHK,31.2,63.78,1.77,1.06,Middle,0,Unknown,0.0,102.5,0,26,4,0,0,2004,0,0,0,1.0,0.0
26/04/2004 08,5,3BHK,23.73,35.75,2.64,1.15,Upper Middle,0,Garden,0.0,229.67,8,26,4,0,0,2004,0,1,2,2.0,1.0
26/04/2004 16,3,3BHK,25.61,68.36,2.98,1.01,Upper Middle,1,Fountain,1.0,218.7,16,26,4,0,0,2004,0,1,2,2.0,2.0
27/04/2004 00,5,Bungalow,17.99,61.24,2.53,1.04,Upper Middle,1,Unknown,0.0,175.32,0,27,4,1,0,2004,0,0,3,2.0,0.0
27/04/2004 08,3,1BHK,12.93,52.69,1.29,1.03,Low,0,Swimming Pool,0.0,110.99,8,27,4,1,0,2004,0,1,0,0.0,4.0
27/04/2004 16,4,2BHK,28.69,45.8,1.23,0.83,Middle,2,Garden,0.0,149.77,16,27,4,1,0,2004,0,1,1,1.0,1.0
28/04/2004 00,3,Cottage,17.66,61.59,1.58,1.01,Middle,0,Garden,0.0,94.9,0,28,4,2,0,2004,0,0,4,1.0,1.0
28/04/2004 08,3,2BHK,20.3,40.42,1.68,1.26,Upper Middle,0,Unknown,0.0,159.91,8,28,4,2,0,2004,0,1,1,2.0,0.0
28/04/2004 16,5,3BHK,25.22,67.71,2.93,1.44,Rich,0,Swimming Pool,0.0,337.89,16,28,4,2,0,2004,0,1,2,3.0,4.0
29/04/2004 00,3,Cottage,16.04,57.24,1.12,1.34,Middle,0,Garden,0.0,131.02,0,29,4,3,0,2004,0,0,4,1.0,1.0
29/04/2004 08,5,2BHK,23.56,60.51,1.8,1.48,Middle,0,Garden,1.0,250.61,8,29,4,3,0,2004,0,1,1,1.0,1.0
29/04/2004 16,3,Cottage,14.53,49.69,1.28,1.5,Middle,0,Garden,1.0,173.23,16,29,4,3,0,2004,0,1,4,1.0,1.0
30/04/2004 00,2,1BHK,14.24,27.15,1.77,1.27,Low,0,Unknown,0.0,89.83,0,30,4,4,0,2004,0,0,0,0.0,0.0
30/04/2004 08,3,1BHK,24.13,32.43,1.41,1.15,Middle,0,Fountain,0.0,158.56,8,30,4,4,0,2004,0,1,0,1.0,2.0
30/04/2004 16,5,2BHK,30.01,39.79,1.52,1.47,Upper Middle,0,Unknown,0.0,276.65,16,30,4,4,0,2004,0,1,1,2.0,0.0
01/05/2004 00,2,Studio,29.33,39.78,1.33,1.28,Low,0,Garden,0.0,102.37,0,1,5,5,1,2004,0,0,6,0.0,1.0
01/05/2004 08,1,Studio,17.92,59.51,1.47,1.12,Low,0,Unknown,0.0,52.8,8,1,5,5,1,2004,0,1,6,0.0,0.0
01/05/2004 16,3,2BHK,31.73,34.61,1.62,0.89,Middle,0,Jacuzzi,0.0,144.95,16,1,5,5,1,2004,0,1,1,1.0,3.0
02/05/2004 00,4,3BHK,32.38,47.27,2.0,1.27,Rich,0,Unknown,0.0,253.93,0,2,5,6,1,2004,0,0,2,3.0,0.0
02/05/2004 08,2,1BHK,32.19,45.03,1.19,1.48,Middle,1,Fountain,0.0,200.08,8,2,5,6,1,2004,0,1,0,1.0,2.0
02/05/2004 16,4,Bungalow,22.01,35.57,1.55,1.15,Upper Middle,0,Jacuzzi,0.0,226.08,16,2,5,6,1,2004,0,1,3,2.0,3.0
03/05/2004 00,2,1BHK,13.97,42.82,1.65,1.11,Middle,1,Fountain,0.0,128.09,0,3,5,0,0,2004,0,0,0,1.0,2.0
03/05/2004 08,2,Cottage,34.04,57.4,1.72,0.89,Middle,1,Swimming Pool,0.0,118.64,8,3,5,0,0,2004,0,1,4,1.0,4.0
03/05/2004 16,3,Bungalow,29.95,48.86,2.23,1.04,Upper Middle,0,Unknown,0.0,131.48,16,3,5,0,0,2004,0,1,3,2.0,0.0
04/05/2004 00,2,1BHK,16.74,51.28,1.52,1.22,Low,0,Unknown,0.0,85.59,0,4,5,1,0,2004,0,0,0,0.0,0.0
04/05/2004 08,5,Bungalow,27.16,40.71,2.86,1.81,Upper Middle,0,Unknown,1.0,228.43,8,4,5,1,0,2004,0,1,3,2.0,0.0
04/05/2004 16,3,Cottage,27.25,64.85,1.22,0.9,Middle,1,Unknown,0.0,103.83,16,4,5,1,0,2004,0,1,4,1.0,0.0
05/05/2004 00,3,1BHK,19.13,50.57,1.36,1.48,Middle,0,Garden,0.0,153.21,0,5,5,2,0,2004,0,0,0,1.0,1.0
05/05/2004 08,3,1BHK,18.45,56.48,1.13,1.0,Middle,0,Unknown,1.0,110.06,8,5,5,2,0,2004,0,1,0,1.0,0.0
05/05/2004 16,3,2BHK,34.24,53.03,1.05,1.46,Middle,1,Unknown,1.0,246.32,16,5,5,2,0,2004,0,1,1,1.0,0.0
06/05/2004 00,5,2BHK,34.96,48.98,1.49,1.41,Middle,1,Fountain,0.0,342.13,0,6,5,3,0,2004,0,0,1,1.0,2.0
06/05/2004 08,2,1BHK,14.11,45.98,1.62,1.41,Middle,0,Unknown,0.0,111.23,8,6,5,3,0,2004,0,1,0,1.0,0.0
06/05/2004 16,5,3BHK,20.69,50.58,2.59,1.26,Upper Middle,1,Garden,0.0,267.19,16,6,5,3,0,2004,0,1,2,2.0,1.0
07/05/2004 00,4,2BHK,29.13,54.02,2.8,0.98,Upper Middle,0,Garden,0.0,142.34,0,7,5,4,0,2004,0,0,1,2.0,1.0
07/05/2004 08,4,Bungalow,14.43,51.49,2.94,1.27,Upper Middle,0,Fountain,0.0,188.86,8,7,5,4,0,2004,0,1,3,2.0,2.0
07/05/2004 16,3,1BHK,22.08,36.0,1.28,1.38,Low,0,Unknown,0.0,137.83,16,7,5,4,0,2004,0,1,0,0.0,0.0
08/05/2004 00,4,2BHK,10.87,53.24,1.19,1.06,Middle,0,Unknown,0.0,125.71,0,8,5,5,1,2004,0,0,1,1.0,0.0
08/05/2004 08,5,2BHK,29.55,53.15,1.56,0.27,Middle,1,Fountain,0.0,214.72,8,8,5,5,1,2004,0,1,1,1.0,2.0
08/05/2004 16,5,3BHK,19.58,61.16,1.52,1.2,Rich,0,Jacuzzi,0.0,290.23,16,8,5,5,1,2004,0,1,2,3.0,3.0
09/05/2004 00,3,2BHK,19.01,55.86,1.73,1.36,Middle,0,Garden,0.0,146.78,0,9,5,6,1,2004,0,0,1,1.0,1.0
09/05/2004 08,1,Studio,34.05,39.44,1.19,1.32,Low,1,Unknown,0.0,98.47,8,9,5,6,1,2004,0,1,6,0.0,0.0
09/05/2004 16,3,Cottage,33.23,39.82,1.04,1.22,Middle,0,Unknown,0.0,145.97,16,9,5,6,1,2004,0,1,4,1.0,0.0
10/05/2004 00,3,1BHK,11.93,46.88,1.14,0.87,Middle,0,Garden,0.0,87.48,0,10,5,0,0,2004,0,0,0,1.0,1.0
10/05/2004 08,4,3BHK,20.82,42.8,2.3,0.98,Upper Middle,0,Jacuzzi,0.0,192.05,8,10,5,0,0,2004,0,1,2,2.0,3.0
10/05/2004 16,4,2BHK,25.45,59.94,1.15,1.03,Middle,0,Unknown,1.0,150.76,16,10,5,0,0,2004,0,1,1,1.0,0.0
11/05/2004 00,5,2BHK,11.72,51.19,1.91,1.06,Upper Middle,0,Fountain,0.0,187.62,0,11,5,1,0,2004,0,0,1,2.0,2.0
11/05/2004 08,2,Cottage,19.09,81.25,1.63,0.87,Middle,0,Unknown,0.0,54.96,8,11,5,1,0,2004,0,1,4,1.0,0.0
11/05/2004 16,2,1BHK,34.18,45.4,1.61,0.95,Middle,1,Garden,0.0,110.58,16,11,5,1,0,2004,0,1,0,1.0,1.0
12/05/2004 00,2,Studio,21.83,46.17,1.08,1.5,Low,0,Jacuzzi,0.0,130.59,0,12,5,2,0,2004,0,0,6,0.0,3.0
12/05/2004 08,3,1BHK,22.92,56.02,1.78,0.81,Middle,1,Garden,0.0,103.54,8,12,5,2,0,2004,0,1,0,1.0,1.0
12/05/2004 16,5,3BHK,13.26,34.43,1.57,1.0,Upper Middle,1,Jacuzzi,0.0,276.13,16,12,5,2,0,2004,0,1,2,2.0,3.0
13/05/2004 00,3,1BHK,30.21,45.46,1.49,1.02,Low,0,Unknown,0.0,101.2,0,13,5,3,0,2004,0,0,0,0.0,0.0
13/05/2004 08,4,3BHK,25.27,53.67,2.08,0.93,Upper Middle,0,Unknown,1.0,164.08,8,13,5,3,0,2004,0,1,2,2.0,0.0
13/05/2004 16,3,2BHK,27.46,48.07,1.21,1.29,Middle,0,Jacuzzi,1.0,219.73,16,13,5,3,0,2004,0,1,1,1.0,3.0
14/05/2004 00,4,2BHK,12.64,48.18,1.53,0.84,Middle,0,Garden,1.0,124.26,0,14,5,4,0,2004,0,0,1,1.0,1.0
14/05/2004 08,2,1BHK,14.15,51.35,1.08,0.33,Middle,0,Unknown,1.0,105.83,8,14,5,4,0,2004,0,1,0,1.0,0.0
14/05/2004 16,2,Studio,30.26,59.56,1.16,1.44,Low,0,Garden,0.0,102.49,16,14,5,4,0,2004,0,1,6,0.0,1.0
15/05/2004 00,4,2BHK,23.19,49.77,1.64,1.39,Upper Middle,0,Unknown,0.0,200.99,0,15,5,5,1,2004,0,0,1,2.0,0.0
